payment_id,order_id,gross_amount,fee,tax,net_amount,captured_at,method,currency,settlement_id,international,source_currency,fx_rate
pay_001315,ord_001316,193376.48,0.00,0.00,193376.48,2026-07-09T12:47:00+05:30,upi,INR,setl_001319,false,,
pay_001488,ord_001489,7090.00,177.25,31.91,6880.84,2026-07-16T16:54:00+05:30,emi,INR,setl_001490,false,,
pay_002844,ord_002845,831593.00,0.00,0.00,831593.00,2026-07-03T16:14:00+05:30,upi,INR,setl_002846,false,,
pay_001914,ord_001915,5572.00,0.00,0.00,5572.00,2026-07-26T10:04:00+05:30,upi,INR,setl_001916,false,,
pay_006690,ord_006691,15243.00,289.62,52.13,14901.25,2026-07-08T07:40:00+05:30,netbanking,INR,setl_006692,false,,
pay_005427,ord_005428,9662.00,0.00,0.00,9662.00,2026-07-29T17:46:00+05:30,upi,INR,setl_005433,false,,
pay_002281,ord_002282,733.00,14.66,2.64,715.70,2026-07-08T09:55:00+05:30,credit_card,INR,setl_002283,false,,
pay_006954,ord_006955,1726.00,34.52,6.21,1685.27,2026-07-31T17:49:00+05:30,wallet,INR,setl_006960,false,,
pay_004807,ord_004808,9223.00,83.01,14.94,9125.05,2026-11-05T20:22:00+05:30,debit_card,INR,setl_004809,false,,
pay_001368,ord_001369,2948.00,0.00,0.00,2948.00,2026-07-02T09:04:00+05:30,upi,INR,setl_001370,false,,
pay_007846,ord_007847,4171.00,0.00,0.00,4171.00,2026-07-10T23:45:00Z,upi,INR,setl_007848,false,,
pay_000806,ord_000807,1504.00,30.08,5.41,1468.51,2026-07-10T20:00:00+05:30,credit_card,INR,setl_000808,false,,
pay_003816,ord_003817,689100.00,0.00,0.00,689100.00,2026-07-07T15:12:00+05:30,upi,INR,setl_003819,false,,
pay_004550,ord_004551,64945.00,1623.63,292.25,63029.12,2026-07-27T10:19:00+05:30,emi,INR,setl_004552,false,,
pay_001806,ord_001807,2711.00,0.00,0.00,2711.00,2026-07-15T20:43:00+05:30,upi,INR,setl_001810,false,,
pay_005239,ord_005240,2000.00,38.00,6.84,1955.16,2026-07-20T23:45:00Z,netbanking,INR,setl_005241,false,,
pay_001384,ord_001385,5591.00,111.82,20.13,5459.05,2026-07-02T13:24:00+05:30,credit_card,INR,setl_001386,false,,
pay_002976,ord_002977,775607.00,15512.14,2792.19,757302.67,2026-07-27T08:08:00+05:30,credit_card,INR,setl_002980,false,,
pay_005026,ord_005027,56959.08,1287.27,205.05,55466.76,2026-07-30T08:34:00+05:30,wallet,INR,setl_005028,false,,
pay_006623,ord_006624,5683.00,107.98,19.44,5555.58,2026-07-16T20:08:00+05:30,netbanking,INR,setl_006625,false,,
pay_005518,ord_005519,142.00,0.00,0.00,142.00,2026-07-18T16:06:00+05:30,upi,INR,setl_005520,false,,
pay_004663,ord_004664,4911.00,122.78,22.10,4766.12,2026-07-31T11:01:00+05:30,amex,INR,setl_004665,false,,
pay_002186,ord_002187,6498.00,162.45,29.24,6306.31,2026-07-17T13:27:00+05:30,emi,INR,setl_002188,false,,
pay_005319,ord_005320,559.00,0.00,0.00,559.00,2026-07-27T12:52:00+05:30,upi,INR,setl_005321,false,,
pay_004993,ord_004994,991.00,0.00,0.00,991.00,2026-11-05T14:20:00+05:30,upi,INR,setl_004995,false,,
pay_004772,ord_004773,53997.00,1025.94,184.67,52786.39,2026-07-06T10:47:00+05:30,netbanking,INR,setl_004775,false,,
pay_002487,ord_002488,68316.00,1366.32,245.94,66703.74,2026-07-13T09:08:00+05:30,credit_card,INR,setl_002489,false,,
pay_002943,ord_002944,8851.00,79.66,14.34,8757.00,2026-07-10T19:55:00+05:30,debit_card,INR,setl_002947,false,,
pay_006516,ord_006517,4951.00,0.00,0.00,4951.00,2026-07-08T12:12:00+05:30,upi,INR,setl_006521,false,,
pay_005005,ord_005006,299.00,0.00,0.00,299.00,2026-07-25T09:51:00+05:30,upi,INR,setl_005007,false,,
pay_006565,ord_006566,9072.00,0.00,0.00,9072.00,2026-07-23T21:24:00+05:30,upi,INR,setl_006567,false,,
pay_003172,ord_003173,7782.00,0.00,0.00,7782.00,2026-07-17T12:03:00+05:30,upi,INR,setl_003174,false,,
pay_002762,ord_002763,75623.00,0.00,0.00,75623.00,2026-07-05T22:24:00+05:30,upi,INR,setl_002764,false,,
pay_001412,ord_001413,80947.00,0.00,0.00,80947.00,2026-07-01T09:29:00+05:30,upi,INR,setl_001414,false,,
pay_001882,ord_001883,812.00,0.00,0.00,812.00,2026-07-04T22:53:00+05:30,upi,INR,setl_001886,false,,
pay_003758,ord_003759,94235.00,1790.47,322.28,92122.25,2026-11-05T12:22:00+05:30,netbanking,INR,setl_003760,false,,
pay_000226,ord_000227,614.00,11.67,2.10,600.23,2026-07-04T21:21:00+05:30,netbanking,INR,setl_000228,false,,
pay_007752,ord_007753,196782.58,0.00,0.00,196782.58,2026-07-17T15:54:00+05:30,upi,INR,setl_007754,false,,
pay_001794,ord_001795,122545.98,1102.91,198.52,121244.55,2026-07-02T12:26:00+05:30,debit_card,INR,setl_001796,false,,
pay_006409,ord_006410,175251.69,3505.03,630.91,171115.75,2026-07-28T22:08:00+05:30,credit_card,INR,setl_006413,false,,
pay_003146,ord_003147,408.00,8.16,1.47,398.37,2026-11-05T17:54:00+05:30,credit_card,INR,setl_003148,false,,
pay_002937,ord_002938,91930.00,0.00,0.00,91930.00,2026-07-27T22:36:00+05:30,upi,INR,setl_002939,false,,
pay_001695,ord_001696,6069.00,0.00,0.00,6069.00,2026-07-27T20:34:00+05:30,upi,INR,setl_001701,false,,
pay_001587,ord_001588,5344.00,133.60,24.05,5186.35,2026-07-29T12:32:00+05:30,emi,INR,setl_001589,false,,
pay_006181,ord_006182,2600.00,0.00,0.00,2600.00,2026-07-16T19:07:00+05:30,upi,INR,setl_006185,false,,
pay_001148,ord_001149,524.00,0.00,0.00,524.00,2026-07-20T09:02:00+05:30,upi,INR,setl_001152,false,,
pay_004300,ord_004301,973.00,19.46,3.50,950.04,2026-07-06T21:26:00+05:30,credit_card,INR,setl_004302,false,,
pay_001486,ord_001487,7073.00,0.00,0.00,7073.00,2026-07-16T07:32:00+05:30,upi,INR,setl_001490,false,,
pay_006694,ord_006695,891.00,0.00,0.00,891.00,2026-07-08T21:41:00+05:30,upi,INR,setl_006698,false,,
pay_005905,ord_005906,4490.00,0.00,0.00,4490.00,2026-07-06T07:21:00+05:30,rupay_debit,INR,setl_005907,false,,
pay_005771,ord_005772,868.00,0.00,0.00,868.00,2026-07-05T08:46:00+05:30,upi,INR,setl_005773,false,,
pay_006943,ord_006944,991.00,0.00,0.00,991.00,2026-07-04T07:59:00+05:30,upi,INR,setl_006948,false,,
pay_004039,ord_004040,5193.00,103.86,18.69,5070.45,2026-07-11T07:27:00+05:30,credit_card,INR,setl_004046,false,,
pay_004356,ord_004357,27363.00,0.00,0.00,27363.00,2026-07-29T12:34:00+05:30,upi,INR,setl_004358,false,,
pay_003104,ord_003105,90784.00,1815.68,326.82,88641.50,2026-07-28T20:25:00+05:30,credit_card,INR,setl_003106,false,,
pay_000158,ord_000159,76469.00,1911.73,344.11,74213.16,2026-07-22T15:41:00+05:30,emi,INR,setl_000165,false,,
pay_005011,ord_005012,4584.00,41.26,7.43,4535.31,2026-07-15T18:22:00+05:30,debit_card,INR,setl_005015,false,,
pay_005842,ord_005843,966.00,19.32,3.48,943.20,2026-07-29T11:14:00+05:30,credit_card,INR,setl_005844,false,,
pay_002328,ord_002329,479622.00,0.00,0.00,479622.00,2026-07-13T22:11:00+05:30,upi,INR,setl_002332,false,,
pay_002173,ord_002174,499.00,12.48,2.25,484.27,2026-07-17T12:57:00+05:30,emi,INR,setl_002175,false,,
pay_003775,ord_003776,4726.00,0.00,0.00,4726.00,2026-07-06T21:03:00+05:30,upi,INR,setl_003779,false,,
pay_001373,ord_001374,984.00,0.00,0.00,984.00,2026-07-02T19:52:00+05:30,upi,INR,setl_001377,false,,
pay_003703,ord_003704,25808.00,516.16,92.91,25198.93,2026-07-03T20:10:00+05:30,credit_card,INR,setl_003707,false,,
pay_000039,ord_000040,342363.00,0.00,0.00,342363.00,2026-07-27T12:29:00+05:30,upi,INR,setl_000041,false,,
pay_002182,ord_002183,1219.00,4.88,0.88,1213.24,2026-07-17T17:54:00+05:30,debit_card,INR,setl_002184,false,,
pay_000296,ord_000297,4300.00,86.00,15.48,4198.52,2026-07-20T18:44:00+05:30,wallet,INR,setl_000298,false,,
pay_006760,ord_006761,25751.00,489.27,88.07,25173.66,2026-07-19T19:45:00+05:30,netbanking,INR,setl_006762,false,,
pay_007427,ord_007428,343.00,1.37,0.25,341.38,2026-07-24T19:54:00+05:30,debit_card,INR,setl_007429,false,,
pay_000787,ord_000788,6456.00,129.12,23.24,6303.64,2026-07-08T13:34:00+05:30,credit_card,INR,setl_000789,false,,
pay_003127,ord_003128,75735.50,0.00,0.00,75735.50,2026-07-20T09:37:00+05:30,upi,INR,setl_003129,false,,
pay_006978,ord_006979,294.00,0.00,0.00,294.00,2026-07-17T11:44:00+05:30,upi,INR,setl_006984,false,,
pay_005279,ord_005280,60758.00,0.00,0.00,60758.00,2026-07-29T08:31:00+05:30,upi,INR,setl_005281,false,,
pay_007573,ord_007574,8579.00,77.21,13.90,8487.89,2026-07-13T11:11:00+05:30,debit_card,INR,setl_007575,false,,
pay_004927,ord_004928,88121.00,0.00,0.00,88121.00,2026-07-23T18:13:00+05:30,upi,INR,setl_004929,false,,
pay_006556,ord_006557,2724.00,54.48,9.81,2659.71,2026-07-22T17:07:00+05:30,credit_card,INR,setl_006558,false,,
pay_007486,ord_007487,8232.00,164.64,29.64,8037.72,2026-07-10T13:09:00+05:30,credit_card,INR,setl_007488,false,,
pay_001669,ord_001670,5483.00,0.00,0.00,5483.00,2026-07-09T11:52:00+05:30,upi,INR,setl_001671,false,,
pay_002233,ord_002234,8191.00,204.78,36.86,7949.36,2026-07-07T19:43:00+05:30,emi,INR,setl_002240,false,,
pay_001503,ord_001504,173910.26,4347.76,782.60,168779.90,2026-07-30T10:56:00+05:30,emi,INR,setl_001505,false,,
pay_002386,ord_002387,83659.00,1673.18,301.17,81684.65,2026-07-16T07:41:00+05:30,credit_card,INR,setl_002388,false,,
pay_005103,ord_005104,408.00,8.16,1.47,398.37,2026-07-13T19:16:00+05:30,credit_card,INR,setl_005105,false,,
pay_000093,ord_000094,6681.00,0.00,0.00,6681.00,2026-07-22T10:36:00+05:30,upi,INR,setl_000095,false,,
pay_000445,ord_000446,9869.00,0.00,0.00,9869.00,2026-07-08T21:29:00+05:30,upi,INR,setl_000449,false,,
pay_006427,ord_006428,48825.00,0.00,0.00,48825.00,2026-07-23T12:07:00+05:30,upi,INR,setl_006432,false,,
pay_004469,ord_004470,1777.00,0.00,0.00,1777.00,2026-07-10T11:40:00+05:30,upi,INR,setl_004471,false,,
pay_001141,ord_001142,6762.00,0.00,0.00,6762.00,2026-07-20T16:34:00+05:30,upi,INR,setl_001145,false,,
pay_005731,ord_005732,3159.00,63.18,11.37,3084.45,2026-07-28T19:26:00+05:30,credit_card,INR,setl_005733,false,,
pay_002908,ord_002909,8868.00,0.00,0.00,8868.00,2026-07-01T22:36:00+05:30,upi,INR,setl_002910,false,,
pay_007352,ord_007353,88529.00,1770.58,318.70,86439.72,2026-07-22T13:10:00+05:30,credit_card,INR,setl_007354,false,,
pay_000658,ord_000659,7023.00,140.46,25.28,6857.26,2026-07-29T22:07:00+05:30,credit_card,INR,setl_000662,false,,
pay_003160,ord_003161,152185.10,0.00,0.00,152185.10,2026-07-06T07:14:00+05:30,upi,INR,setl_003162,false,,
pay_004819,ord_004820,9823.00,186.64,33.60,9602.76,2026-07-02T14:29:00+05:30,netbanking,INR,setl_004825,false,,
pay_005574,ord_005575,2763.00,69.08,12.43,2681.49,2026-07-08T11:45:00+05:30,emi,INR,setl_005576,false,,
pay_002770,ord_002771,4590.00,0.00,0.00,4590.00,2026-07-24T17:25:00+05:30,upi,INR,setl_002775,false,,
pay_007854,ord_007855,9529.00,190.58,34.30,9304.12,2026-07-20T19:57:00+05:30,credit_card,INR,setl_007856,false,,
pay_003716,ord_003717,192.00,0.00,0.00,192.00,2026-07-03T21:37:00+05:30,upi,INR,setl_003718,false,,
pay_004567,ord_004568,912624.00,22815.60,4106.81,885701.59,2026-07-02T08:08:00+05:30,emi,INR,setl_004569,false,,
pay_000171,ord_000172,3431.00,0.00,0.00,3431.00,2026-07-17T07:55:00+05:30,upi,INR,setl_000177,false,,
pay_005173,ord_005174,510.00,9.69,1.74,498.57,2026-07-06T23:45:00Z,netbanking,INR,setl_005175,false,,
pay_002554,ord_002555,3485.00,69.70,12.55,3402.75,2026-07-12T16:26:00+05:30,credit_card,INR,setl_002558,false,,
pay_002330,ord_002331,8856.00,0.00,0.00,8856.00,2026-07-13T08:01:00+05:30,upi,INR,setl_002332,false,,
pay_004412,ord_004413,791460.00,0.00,0.00,791460.00,2026-07-29T18:19:00+05:30,upi,INR,setl_004416,false,,
pay_003319,ord_003320,3062.00,27.56,4.96,3029.48,2026-07-12T10:35:00+05:30,debit_card,INR,setl_003324,false,,
pay_001907,ord_001908,35287.00,0.00,0.00,35287.00,2026-07-26T20:36:00+05:30,upi,INR,setl_001911,false,,
pay_002495,ord_002496,667789.00,0.00,0.00,667789.00,2026-07-07T16:34:00+05:30,upi,INR,setl_002497,false,,
pay_005945,ord_005946,589.00,0.00,0.00,589.00,2026-07-14T21:33:00+05:30,upi,INR,setl_005951,false,,
pay_003494,ord_003495,397.00,0.00,0.00,397.00,2026-07-22T21:28:00+05:30,upi,INR,setl_003498,false,,
pay_004729,ord_004730,344251.00,0.00,0.00,344251.00,2026-07-08T21:03:00+05:30,upi,INR,setl_004736,false,,
pay_006935,ord_006936,37622.00,752.44,135.44,36734.12,2026-07-23T12:59:00+05:30,credit_card,INR,setl_006937,false,,
pay_001718,ord_001719,8396.00,159.52,28.71,8207.77,2026-07-10T11:57:00+05:30,netbanking,INR,setl_001720,false,,
pay_000937,ord_000938,321308.00,6426.16,1156.71,313725.13,2026-07-25T13:57:00+05:30,wallet,INR,setl_000939,false,,
pay_003693,ord_003694,8405.00,159.70,28.75,8216.55,2026-07-23T16:20:00+05:30,netbanking,INR,setl_003697,false,,
pay_006342,ord_006343,221.00,4.42,0.80,215.78,2026-07-30T21:02:00+05:30,credit_card,INR,setl_006346,false,,
pay_001524,ord_001525,1487.00,29.74,5.35,1451.91,2026-07-14T08:28:00+05:30,credit_card,INR,setl_001531,false,,
pay_001495,ord_001496,29265.00,585.30,105.35,28574.35,2026-07-09T08:44:00+05:30,credit_card,INR,setl_001497,false,,
pay_001444,ord_001445,5338.00,0.00,0.00,5338.00,2026-07-16T19:50:00+05:30,upi,INR,setl_001451,false,,
pay_000842,ord_000843,35840.02,0.00,0.00,35840.02,2026-07-17T13:28:00+05:30,upi,INR,setl_000844,false,,
pay_001572,ord_001573,420.00,0.00,0.00,420.00,2026-07-02T21:58:00+05:30,upi,INR,setl_001576,false,,
pay_004720,ord_004721,568983.00,11379.66,2048.34,555555.00,2026-07-16T19:37:00+05:30,wallet,INR,setl_004724,false,,
pay_006196,ord_006197,4231.00,105.78,19.04,4106.18,2026-07-30T21:17:00+05:30,emi,INR,setl_006198,false,,
pay_001832,ord_001833,230181.00,2071.63,372.89,227736.48,2026-07-10T19:51:00+05:30,debit_card,INR,setl_001834,false,,
pay_005220,ord_005221,431804.00,8204.28,1476.77,422122.95,2026-07-15T07:05:00+05:30,netbanking,INR,setl_005222,false,,
pay_000579,ord_000580,2684.00,0.00,0.00,2684.00,2026-07-07T12:52:00+05:30,upi,INR,setl_000581,false,,
pay_003926,ord_003927,71178.00,1779.45,320.30,69078.25,2026-07-07T07:59:00+05:30,amex,INR,setl_003931,false,,
pay_007313,ord_007314,461.00,9.22,1.66,450.12,2026-07-22T11:39:00+05:30,credit_card,INR,setl_007315,false,,
pay_004951,ord_004952,739.00,0.00,0.00,739.00,2026-07-12T11:39:00+05:30,upi,INR,setl_004953,false,,
pay_007784,ord_007785,9030.00,180.60,32.51,8816.89,2026-07-28T14:22:00+05:30,credit_card,INR,setl_007786,false,,
pay_004557,ord_004558,95892.00,0.00,0.00,95892.00,2026-07-13T15:47:00+05:30,upi,INR,setl_004559,false,,
pay_006411,ord_006412,172936.43,3458.73,622.57,168855.13,2026-07-28T10:56:00+05:30,credit_card,INR,setl_006413,false,,
pay_002279,ord_002280,904.00,3.62,0.65,899.73,2026-07-08T16:11:00+05:30,debit_card,INR,setl_002283,false,,
pay_005543,ord_005544,1266.00,0.00,0.00,1266.00,2026-07-02T15:43:00+05:30,upi,INR,setl_005545,false,,
pay_007417,ord_007418,389.00,7.78,1.40,379.82,2026-07-28T23:45:00Z,wallet,INR,setl_007419,false,,
pay_007350,ord_007351,29491.00,0.00,0.00,29491.00,2026-07-22T12:50:00+05:30,upi,INR,setl_007354,false,,
pay_002115,ord_002116,202448.00,4048.96,728.81,197670.23,2026-07-30T09:43:00+05:30,wallet,INR,setl_002117,false,,
pay_002828,ord_002829,549.00,10.98,1.98,536.04,2026-07-23T18:51:00+05:30,credit_card,INR,setl_002830,false,,
pay_002501,ord_002502,83809.41,0.00,0.00,83809.41,2026-07-29T21:33:00+05:30,upi,INR,setl_002505,false,,
pay_002697,ord_002698,7275.00,65.48,11.79,7197.73,2026-07-30T22:08:00+05:30,debit_card,INR,setl_002701,false,,
pay_003409,ord_003410,22251.38,0.00,0.00,22251.38,2026-07-15T08:03:00+05:30,upi,INR,setl_003411,false,,
pay_005606,ord_005607,7933.00,150.73,27.13,7755.14,2026-07-03T11:41:00+05:30,netbanking,INR,setl_005608,false,,
pay_006809,ord_006810,432.00,0.00,0.00,432.00,2026-07-30T16:23:00+05:30,upi,INR,setl_006811,false,,
pay_004160,ord_004161,8920.00,80.28,14.45,8825.27,2026-07-30T15:56:00+05:30,debit_card,INR,setl_004162,false,,
pay_003710,ord_003711,45722.00,0.00,0.00,45722.00,2026-07-03T08:39:00+05:30,upi,INR,setl_003712,false,,
pay_003342,ord_003343,109.00,0.00,0.00,109.00,2026-07-01T15:32:00+05:30,upi,INR,setl_003349,false,,
pay_004189,ord_004190,64161.00,1283.22,230.98,62646.80,2026-07-25T20:50:00+05:30,credit_card,INR,setl_004193,false,,
pay_007520,ord_007521,111.00,2.11,0.38,108.51,2026-07-26T17:20:00+05:30,netbanking,INR,setl_007522,false,,
pay_004494,ord_004495,283.00,5.38,0.97,276.65,2026-11-05T10:31:00+05:30,netbanking,INR,setl_004496,false,,
pay_005969,ord_005970,321.00,6.10,1.10,313.80,2026-07-24T21:01:00+05:30,netbanking,INR,setl_005971,false,,
pay_007760,ord_007761,84846.00,0.00,0.00,84846.00,2026-07-01T21:35:00+05:30,upi,INR,setl_007766,false,,
pay_000715,ord_000716,6886.00,137.72,24.79,6723.49,2026-07-08T21:29:00+05:30,credit_card,INR,setl_000717,false,,
pay_002337,ord_002338,669023.00,13380.46,2408.48,653234.06,2026-07-24T13:07:00+05:30,credit_card,INR,setl_002339,false,,
pay_004674,ord_004675,5103.00,0.00,0.00,5103.00,2026-07-15T09:43:00+05:30,upi,INR,setl_004677,false,,
pay_006041,ord_006042,916316.00,17410.00,3133.80,895772.20,2026-07-06T17:19:00+05:30,netbanking,INR,setl_006043,false,,
pay_000236,ord_000237,15510.00,294.69,53.04,15162.27,2026-07-16T19:47:00+05:30,netbanking,INR,setl_000242,false,,
pay_004423,ord_004424,7418.00,148.36,26.70,7242.94,2026-07-09T15:39:00+05:30,wallet,INR,setl_004427,false,,
pay_005228,ord_005229,588275.00,0.00,0.00,588275.00,2026-07-07T11:23:00+05:30,upi,INR,setl_005233,false,,
pay_000173,ord_000174,922907.00,18458.14,3322.47,901126.39,2026-07-17T16:02:00+05:30,wallet,INR,setl_000177,false,,
pay_001014,ord_001015,1378.00,0.00,0.00,1378.00,2026-07-22T15:24:00+05:30,upi,INR,setl_001020,false,,
pay_004149,ord_004150,1249.00,24.98,4.50,1219.52,2026-07-29T18:33:00+05:30,credit_card,INR,setl_004151,false,,
pay_001150,ord_001151,780725.00,15614.50,2810.61,762299.89,2026-07-20T09:55:00+05:30,wallet,INR,setl_001152,false,,
pay_002351,ord_002352,4025.00,76.48,13.77,3934.75,2026-07-21T17:21:00+05:30,netbanking,INR,setl_002353,false,,
pay_001308,ord_001309,4127.00,82.54,14.86,4029.60,2026-07-11T19:53:00+05:30,wallet,INR,setl_001310,false,,
pay_007869,ord_007870,584.00,11.68,2.10,570.22,2026-07-15T10:47:00+05:30,credit_card,INR,setl_007871,false,,
pay_001574,ord_001575,62568.00,0.00,0.00,62568.00,2026-07-02T12:27:00+05:30,upi,INR,setl_001576,false,,
pay_006823,ord_006824,436.00,8.72,1.57,425.71,2026-07-22T08:02:00+05:30,credit_card,INR,setl_006829,false,,
pay_000253,ord_000254,1049.00,0.00,0.00,1049.00,2026-07-09T19:58:00+05:30,upi,INR,setl_000259,false,,
pay_007456,ord_007457,222.00,0.89,0.16,220.95,2026-07-29T18:13:00+05:30,debit_card,INR,setl_007462,false,,
pay_007299,ord_007300,11160.00,223.20,40.18,10896.62,2026-07-17T18:37:00+05:30,wallet,INR,setl_007303,false,,
pay_005633,ord_005634,6938.00,173.45,31.22,6733.33,2026-07-31T07:50:00+05:30,amex,INR,setl_005635,false,,
pay_004105,ord_004106,2106.00,0.00,0.00,2106.00,2026-07-09T18:03:00+05:30,upi,INR,setl_004107,false,,
pay_004586,ord_004587,708803.00,6379.23,1148.26,701275.51,2026-07-02T17:02:00+05:30,debit_card,INR,setl_004588,false,,
pay_002001,ord_002002,867.00,0.00,0.00,867.00,2026-07-12T20:06:00+05:30,upi,INR,setl_002007,false,,
pay_001724,ord_001725,811.00,20.28,3.65,787.07,2026-07-31T12:39:00+05:30,emi,INR,setl_001726,false,,
pay_006722,ord_006723,711867.00,0.00,0.00,711867.00,2026-07-19T12:07:00+05:30,upi,INR,setl_006726,false,,
pay_004362,ord_004363,8824.00,0.00,0.00,8824.00,2026-07-31T17:14:00+05:30,upi,INR,setl_004364,false,,
pay_005828,ord_005829,41045.00,1026.13,184.70,39834.17,2026-07-29T13:15:00+05:30,emi,INR,setl_005830,false,,
pay_006871,ord_006872,184.00,3.68,0.66,179.66,2026-07-07T13:42:00+05:30,wallet,INR,setl_006873,false,,
pay_001756,ord_001757,5158.00,103.16,18.57,5036.27,2026-07-24T09:44:00+05:30,credit_card,INR,setl_001758,false,,
pay_001276,ord_001277,3745.00,0.00,0.00,3745.00,2026-07-13T17:49:00+05:30,upi,INR,setl_001278,false,,
pay_005710,ord_005711,1587.00,6.35,1.14,1579.51,2026-07-02T17:07:00+05:30,debit_card,INR,setl_005714,false,,
pay_000379,ord_000380,5823.00,110.64,19.92,5692.44,2026-07-02T19:08:00+05:30,netbanking,INR,setl_000383,false,,
pay_006902,ord_006903,17745.00,0.00,0.00,17745.00,2026-07-23T09:30:00+05:30,upi,INR,setl_006904,false,,
pay_007135,ord_007136,233.00,0.00,0.00,233.00,2026-07-22T22:15:00+05:30,upi,INR,setl_007137,false,,
pay_003898,ord_003899,3768.00,75.36,13.56,3679.08,2026-07-17T09:19:00+05:30,wallet,INR,setl_003900,false,,
pay_003021,ord_003022,184079.53,3755.22,629.55,179694.76,2026-07-14T16:13:00+05:30,netbanking,INR,setl_003023,false,,
pay_004670,ord_004671,80772.00,1615.44,290.78,78865.78,2026-07-15T09:27:00+05:30,credit_card,INR,setl_004677,false,,
pay_004594,ord_004595,831.00,3.32,0.60,827.08,2026-07-21T16:34:00+05:30,debit_card,INR,setl_004596,false,,
pay_004391,ord_004392,569.00,0.00,0.00,569.00,2026-07-10T18:09:00+05:30,upi,INR,setl_004395,false,,
pay_006733,ord_006734,25445.00,0.00,0.00,25445.00,2026-07-19T10:25:00+05:30,upi,INR,setl_006737,false,,
pay_004001,ord_004002,4007.00,80.14,14.43,3912.43,2026-07-15T19:15:00+05:30,credit_card,INR,setl_004006,false,,
pay_003523,ord_003524,796.00,0.00,0.00,796.00,2026-07-30T21:48:00+05:30,upi,INR,setl_003527,false,,
pay_006425,ord_006426,110472.00,2209.44,397.70,107864.86,2026-07-23T19:04:00+05:30,credit_card,INR,setl_006432,false,,
pay_000454,ord_000455,8636.00,0.00,0.00,8636.00,2026-07-22T10:48:00+05:30,upi,INR,setl_000458,false,,
pay_001549,ord_001550,5794.00,144.85,26.07,5623.08,2026-07-08T13:17:00+05:30,emi,INR,setl_001553,false,,
pay_002645,ord_002646,459720.00,0.00,0.00,459720.00,2026-07-20T15:51:00+05:30,upi,INR,setl_002647,false,,
pay_000432,ord_000433,505.00,10.10,1.82,493.08,2026-07-24T10:13:00+05:30,credit_card,INR,setl_000434,false,,
pay_001028,ord_001029,134078.00,0.00,0.00,134078.00,2026-07-22T11:02:00+05:30,upi,INR,setl_001030,false,,
pay_002094,ord_002095,8686.00,0.00,0.00,8686.00,2026-07-08T12:48:00+05:30,upi,INR,setl_002096,false,,
pay_003091,ord_003092,1881.00,0.00,0.00,1881.00,2026-07-23T08:16:00+05:30,upi,INR,setl_003098,false,,
pay_007500,ord_007501,54583.00,1037.08,186.67,53359.25,2026-07-12T08:07:00+05:30,netbanking,INR,setl_007505,false,,
pay_000206,ord_000207,344.00,6.88,1.24,335.88,2026-07-04T10:46:00+05:30,credit_card,INR,setl_000208,false,,
pay_000030,ord_000031,994.00,19.88,3.58,970.54,2026-07-27T22:27:00+05:30,wallet,INR,setl_000032,false,,
pay_007060,ord_007061,24906.00,0.00,0.00,24906.00,2026-07-15T17:34:00+05:30,upi,INR,setl_007064,false,,
pay_000105,ord_000106,173.00,4.33,0.78,167.89,2026-07-15T15:32:00+05:30,emi,INR,setl_000107,false,,
pay_000008,ord_000009,803.00,20.08,3.61,779.31,2026-07-10T10:01:00+05:30,emi,INR,setl_000014,false,,
pay_005930,ord_005931,2930.00,58.60,10.55,2860.85,2026-07-16T22:19:00+05:30,credit_card,INR,setl_005932,false,,
pay_005113,ord_005114,62108.00,1552.70,279.49,60275.81,2026-07-13T09:17:00+05:30,emi,INR,setl_005115,false,,
pay_007599,ord_007600,8631.00,77.68,13.98,8539.34,2026-07-21T12:16:00+05:30,debit_card,INR,setl_007604,false,,
pay_006179,ord_006180,790844.00,0.00,0.00,790844.00,2026-07-16T20:15:00+05:30,upi,INR,setl_006185,false,,
pay_003501,ord_003502,455.00,9.10,1.64,444.26,2026-07-22T08:25:00+05:30,credit_card,INR,setl_003505,false,,
pay_005419,ord_005420,74941.20,1498.82,269.79,73172.59,2026-07-02T19:23:00+05:30,credit_card,INR,setl_005421,false,,
pay_007627,ord_007628,46114.00,0.00,0.00,46114.00,2026-07-22T15:01:00+05:30,upi,INR,setl_007629,false,,
pay_007209,ord_007210,555.00,11.10,2.00,541.90,2026-07-27T14:04:00+05:30,wallet,INR,setl_007213,false,,
pay_002125,ord_002126,87207.00,2180.18,392.43,84634.39,2026-07-24T21:32:00+05:30,amex,INR,setl_002129,false,,
pay_006236,ord_006237,3332.00,0.00,0.00,3332.00,2026-07-17T09:05:00+05:30,upi,INR,setl_006241,false,,
pay_007301,ord_007302,8002.00,0.00,0.00,8002.00,2026-07-17T17:13:00+05:30,upi,INR,setl_007303,false,,
pay_000520,ord_000521,30458.00,609.16,109.65,29739.19,2026-07-22T20:31:00+05:30,credit_card,INR,setl_000522,false,,
pay_003061,ord_003062,439.00,0.00,0.00,439.00,2026-07-21T22:21:00+05:30,upi,INR,setl_003063,false,,
pay_002370,ord_002371,33246.00,299.21,53.86,32892.93,2026-07-10T15:32:00+05:30,debit_card,INR,setl_002372,false,,
pay_001775,ord_001776,419.00,8.38,1.51,409.11,2026-07-30T13:19:00+05:30,wallet,INR,setl_001779,false,,
