line_id,value_date,narration,amount,balance,bank_ref,currency
bank_004561,2026-07-15,CMS BY TRANSFER-NEFT*AXIS0001073*AXISP19891625700*RAZORPAY SOFTWARE BAL 44606217 15072026,"95,892.00","7,27,69,191.41",AXIS9586957,INR
bank_002395,10-Jul-2026,NEFT CR RAZORPAY SOFTWARE PVT LTD 100726,7035.94,40564096.04,ICICI7373367,INR
bank_001323,13-Jul-2026,RTGS-ICICR04935985343-RAZORPAY PART 2 OF 2,136564.78,22602042.72,ICICI3623440,INR
bank_005387,22/07/2026,NEFT-HDFCN36749847661-RAZORPAY SOFTWARE PRIVATE LIMITED-360885618,"5,07,544.44","8,72,16,526.26",HDFC1124893,INR
bank_002481,30-07-2026,TRANSFER FROM SBINR95211896560 RAZORPAY SOFT PVT LTD REF 599780810,80687.20,40798291.84,SBI5331958,INR
bank_005566,06-07-2026,TRANSFER FROM SBINR0248603,513.57,90043913.63,SBI7849821,INR
bank_005337,04-08-2026,TRANSFER FROM SBINR66977676803 RAZORPAY SOFT PVT LTD REF 618485455,59470.00,85584386.78,SBI4562289,INR
bank_007484,16/07/2026,NEFT-HDFCN19502369671-RAZORPAY SOFTWARE PRIVATE LIMITED-240120578,"41,593.01","11,37,72,271.60",HDFC5058779,INR
bank_007309,28/07/2026,NEFT RETURN RVSL1745592044 BENEFICIARY ACCOUNT CLOSED,"-84,117.75","11,18,73,453.17",HDFC6329711,INR
bank_003521,2026-07-27,RTGS INWARD WORKING CAPITAL DISBURSAL 879904934,"1,38,921.04","5,46,80,322.58",AXIS5554663,INR
bank_005880,30/07/2026,NEFT-HDFCN2021613,"5,336.11","9,55,06,443.07",HDFC8507395,INR
bank_007121,28-07-2026,TRANSFER FROM SBINR86250658070 RAZORPAY SOFT PVT LTD REF 681012220,65111.30,109957642.24,SBI9936961,INR
bank_000880,2026-07-24,BY TRANSFER-NEFT*AXIS0008890*AXISP43359974645*RAZORPAY SOFTWARE,"1,221.00","1,36,87,281.36",AXIS1505678,INR
bank_000547,24-07-2026,BY TRF TRANSFER FROM SBINR37796478151 RAZORPAY SOFT PVT LTD REF 242540421 BAL 13214971 24072026,58517.00,10959646.55,SBI3860694,INR
bank_007038,28-07-2026,TRANSFER FROM SBINR15627,66206.21,108976389.63,SBI3381820,INR
bank_004279,17/07/2026,RTGS CONSOLIDATED PAYOUT RAZORPAY 3 BATCHES,"4,04,749.01","6,92,52,719.30",HDFC8285862,INR
bank_007403,04-Aug-2026,MMT/IMPS/ICICR52814897303/Settlement/RAZORPAY/300241514,32461.80,113001424.75,ICICI8848106,INR
bank_005596,27-07-2026,NEFT CR RAZORPAY SOFTWARE PVT LTD 270726,905446.96,91190193.48,SBI9130401,INR
bank_005718,06-Jul-2026,MMT/IMPS/ICICR47708055775/Settlement/RAZORPAY/161430910,323548.07,92455708.25,ICICI8628907,INR
bank_002887,24/07/2026,NEFT CR RAZORPAY SOFTWARE PVT LTD 240726,"4,76,294.75","4,59,95,198.01",HDFC1314838,INR
bank_005449,28/07/2026,NEFT-HDFCN93569758815-RAZORPAY SOFTWARE PRIVATE LIMITED-927509953,"1,82,749.18","8,88,19,300.37",HDFC8237292,INR
bank_002713,24-07-2026,TRANSFER FROM SBINR51392605649 RAZORPAY SOFT PVT LTD REF 470859937,55573.74,43003876.82,SBI2123648,INR
bank_006525,10-Jul-2026,MMT/IMPS/ICICR27631933988/Settlement/RAZORPAY/394072320,4622.00,103166922.74,ICICI9510300,INR
bank_000386,2026-07-06,BY TRF BY TRANSFER-NEFT*AXIS0004473*AXISP53091450100*RAZORPAY SOFTWARE BAL 76912425 06072026,"8,11,103.17","80,21,503.75",AXIS4593038,INR
bank_005425,06/07/2026,RTGS-HDFCN78203379780-RAZORPAY PART 2 OF 2,"1,02,776.38","8,86,16,011.94",HDFC3128550,INR
bank_002216,08-07-2026,TRANSFER FROM SBINR05133672687 RAZORPAY SOFT PVT LTD REF 181877089,5282.00,37670134.65,SBI8820275,INR
bank_006851,2026-07-27,BY TRANSFER-NEFT*AXIS0004224*AXISP64430953453*RAZORPAY SOFTWARE,930.00,"10,59,95,994.76",AXIS2480538,INR
bank_002766,07-07-2026,TRANSFER FROM SBINR27132824797 RAZORPAY SOFT PVT LTD REF 861321537,75623.02,43711771.64,SBI8726522,INR
bank_000353,15-Jul-2026,BY TRF MMT/IMPS/ICICR10908263161/Settlement/RAZORPAY/676153892 BAL 97506996 15072026,59810.30,7094991.62,ICICI4799037,INR
bank_003117,15-Jul-2026,MMT/IMPS/ICICR40314768172/Settlement/RAZORPAY/109550143,139722.67,50029842.70,ICICI1399003,INR
bank_005928,2026-07-14,BY TRANSFER-NEFT*AXIS0004838*AXISP66111125342*RAZORPAY SOFTWARE,"1,81,702.85","9,58,66,719.67",AXIS9572383,INR
bank_006500,03-08-2026,RTGS CONSOLIDATED PAYOUT RAZORPAY 4 BATCHES,168159.77,103106686.75,SBI4780602,INR
bank_000713,15/07/2026,NEFT-HDFCN60761115240-RAZORPAY SOFTWARE PRIVATE LIMITED-398318434,99.07,"1,14,45,735.74",HDFC9282579,INR
bank_007850,2026-07-14,BY TRANSFER-NEFT*AXIS0006004*AXISP81091432220*RAZORPAY SOFTWARE,"4,171.00","11,96,66,934.03",AXIS2285871,INR
bank_004647,10/07/2026,INB NEFT-HDFCN92535906224-RAZORPAY SOFTWARE PRIVATE LIMITED-198186590 BAL 58044434 10072026,"3,19,428.00","7,49,03,967.90",HDFC9940578,INR
bank_003248,03-08-2026,TRANSFER FROM SBINR43686699953 RAZORPAY SOFT PVT LTD REF 203223108,22060.00,51521189.70,SBI9059740,INR
bank_002881,06/07/2026,NEFT-HDFCN12739973079-RAZORPAY SOFTWARE PRIVATE LIMITED-655442823,"1,365.16","4,55,18,903.26",HDFC2114933,INR
bank_000577,03/08/2026,BY TRF NEFT-HDFCN47036246827-RAZORPAY SOFTWARE PRIVATE LIMITED-934599117 BAL 94115359 03082026,"29,290.67","1,10,74,056.59",HDFC2521447,INR
bank_001216,10-07-2026,NEFT CR RAZORPAY SOFTWARE PVT LTD 100726,289.37,20943933.39,SBI4132828,INR
bank_006798,2026-07-24,BY TRANSFER-NEFT*AXIS0003493*AXISP44261145553*RAZORPAY SOFTWARE,607.00,"10,59,68,920.94",AXIS2792129,INR
bank_003988,03/08/2026,NEFT-HDFCN83836817041-RAZORPAY SOFTWARE PRIVATE LIMITED-417667323,"3,354.00","6,65,35,385.61",HDFC8364031,INR
bank_007509,14-Jul-2026,MMT/IMPS/ICICR29469621350/Settlement/RAZORPAY/382979496,54218.18,113838518.05,ICICI9466954,INR
bank_007518,06-Jul-2026,MMT/IMPS/ICICR30013459011/Settlement/RAZORPAY/915937107,788036.17,114626554.22,ICICI6520200,INR
bank_006603,08/07/2026,NEFT-HDFCN03333,213.11,"10,39,13,412.28",HDFC1277515,INR
bank_002509,31-Jul-2026,RTGS-ICICR01958470496-RAZORPAY PART 2 OF 2,117975.17,41769606.38,ICICI2114860,INR
bank_002785,16-07-2026,TRANSFER FROM SBINR40998253034 RAZORPAY SOFT PVT LTD REF 115422167,703687.57,44420656.90,SBI6153483,INR
bank_006320,13-Jul-2026,MMT/IMPS/ICICR11860011744/Settlement/RAZORPAY/567639098,750.00,99690493.86,ICICI9387340,INR
bank_005961,06-Jul-2026,MMT/IMPS/ICICR50332808193/Settlement/RAZORPAY/783167623,55369.70,95928674.39,ICICI7292053,INR
bank_006251,21-Jul-2026,MMT/IMPS/ICICR45149332813/Settlement/RAZORPAY/384672480,6413.90,99213131.56,ICICI8593831,INR
bank_003944,04-Aug-2026,BY TRF MMT/IMPS/ICICR23243694265/Settlement/RAZORPAY/628491314 BAL 56176840 04082026,2984.49,65644648.38,ICICI2081173,INR
bank_002493,16-Jul-2026,MMT/IMPS/ICICR88155141734/Settlement/RAZORPAY/245797903,67575.20,40865867.04,ICICI7344054,INR
bank_001364,09-Jul-2026,NEFT CR RAZORPAY SOFTWARE PVT LTD 090726,32522.90,23437435.02,ICICI5944086,INR
bank_002745,07-Jul-2026,MMT/IMPS/ICICR05259704724/Settlement/RAZORPAY/344317052,560.34,43568459.61,ICICI1801418,INR
bank_004498,2026-11-09,BY TRANSFER-NEFT*AXIS0004632*AXISP72032872627*RAZORPAY SOFTWARE,276.65,"7,16,97,997.01",AXIS3740747,INR
bank_001629,2026-07-30,NEFT RETURN RVSL8414576811 BENEFICIARY ACCOUNT CLOSED,"-1,03,907.81","2,78,21,237.70",AXIS9963645,INR
bank_004940,2026-07-09,RTGS-AXISP32319824357-RAZORPAY PART 2 OF 2,"1,68,454.49","8,10,51,112.56",AXIS1016512,INR
bank_003031,04/08/2026,NEFT CR RAZORPAY SOFTWARE PVT LTD 040826,458.91,"4,92,48,269.09",HDFC2376092,INR
bank_004217,03-07-2026,BY TRF TRANSFER FROM SBINR63437651725 RAZORPAY SOFT PVT LTD REF 187043225 BAL 73421425 03072026,3521.24,68678717.09,SBI6285308,INR
bank_007490,14-07-2026,CMS TRANSFER FROM SBINR89619946447 RAZORPAY SOFT PVT LTD REF 546010299 BAL 63177949 14072026,8037.72,113780309.32,SBI8600234,INR
bank_006398,17/07/2026,RTGS INWARD WORKING CAPITAL DISBURSAL 366169749,"2,62,161.76","10,11,36,051.58",HDFC4385709,INR
bank_002860,29-Jul-2026,MMT/IMPS/ICICR58834732760/Settlement/RAZORPAY/966216388,878.75,45480360.73,ICICI8822132,INR
bank_002677,2026-07-21,BY TRANSFER-NEFT*AXIS0005264*AXISP34185254646*RAZORPAY SOFTWARE,368.54,"4,28,93,027.63",AXIS1890063,INR
bank_001899,10/07/2026,CMS NEFT-HDFCN42053461439-RAZORPAY SOFTWARE PRIVATE LIMITED-441041383 BAL 41469788 10072026,"9,623.00","3,21,25,218.00",HDFC9247209,INR
bank_007282,21-Jul-2026,NEFT-DIVYAFOODS-DIRECT PAYMENT,89371.09,111847501.55,ICICI6427441,INR
bank_004360,31-07-2026,NEFT CR RAZORPAY SOFTWARE PVT LTD 310726,27363.00,69582900.68,SBI1769496,INR
bank_006358,08-Jul-2026,MMT/IMPS/ICICR74235750869/Settlement/RAZORPAY/150814349,45743.61,99818028.51,ICICI9555689,INR
bank_002950,14-Jul-2026,MMT/IMPS/ICICR7300767,78490.00,48128466.58,ICICI2363744,INR
bank_006314,13-07-2026,TRANSFER FROM SBINR63374149439 RAZORPAY SOFT PVT LTD REF 927663712,10426.85,99689743.86,SBI8907252,INR
bank_004699,27-07-2026,CMS TRANSFER FROM SBINR50540024830 RAZORPAY SOFT PVT LTD REF 863221212 BAL 36682622 27072026,13968.00,76562941.29,SBI8752151,INR
bank_005552,2026-07-14,BY TRANSFER-NEFT*AXIS0007252*AXISP56005570750*RAZORPAY SOFTWARE,799.00,"8,95,13,162.13",AXIS7344390,INR
bank_005119,15-07-2026,TRANSFER FROM SBINR56971255294 RAZORPAY SOFT PVT LTD REF 722259374,66727.29,83226897.82,SBI5959217,INR
bank_002286,2026-07-13,BY TRANSFER-NEFT*AXIS0005749*AXISP36724845992*RAZORPAY SOFTWARE,"1,615.43","3,90,11,103.69",AXIS2455613,INR
bank_003795,2026-07-13,BY TRANSFER-NEFT*AXIS0009266*AXISP78092956684*RAZORPAY SOFTWARE,"3,24,497.37","6,27,26,721.30",AXIS5680471,INR
bank_007664,30-07-2026,NEFT INWARD RAZORPAY SOFTWARE PRIVATE LIMITED,2804.22,116095888.01,SBI5484086,INR
bank_001478,06-Jul-2026,MMT/IMPS/ICICR15773474095/Settlement/RAZORPAY/481231675,95051.94,25250396.24,ICICI3537249,INR
bank_007658,16-Jul-2026,MMT/IMPS/ICICR28907058476/Settlement/RAZORPAY/406992825,493339.00,116093083.79,ICICI5964585,INR
bank_003840,21/07/2026,NEFT-HDFCN14900252962-RAZORPAY SOFTWARE PRIVATE LIMITED-432480158,"15,553.01","6,39,95,485.99",HDFC7901953,INR
bank_003434,2026-07-14,NEFT INWARD RAZORPAY SOFTWARE PRIVATE LIMITED,"89,101.38","5,38,92,884.22",AXIS1257485,INR
bank_004961,30-07-2026,TRANSFER FROM SBINR48018981082 RAZORPAY SOFT PVT LTD REF 675330882,897.00,81060394.54,SBI2201746,INR
bank_000505,2026-07-16,INB BY TRANSFER-NEFT*AXIS0001679*AXISP63228908425*RAZORPAY SOFTWARE BAL 90097525 16072026,876.81,"97,31,741.85",AXIS2543793,INR
bank_003059,2026-07-28,RTGS CONSOLIDATED PAYOUT RAZORPAY 5 BATCHES,"12,496.36","4,92,60,765.45",AXIS2701680,INR
bank_006194,16-Jul-2026,MMT/IMPS/ICICR19191438666/Settlement/RAZORPAY/126074117,8051.52,98806266.89,ICICI1212244,INR
bank_006302,15/07/2026,NEFT-HDFCN01777400716-RAZORPAY SOFTWARE PRIVATE LIMITED-125411483,"3,539.00","9,96,79,317.01",HDFC3116117,INR
bank_002439,28-Jul-2026,MMT/IMPS/ICICR08599009232/Settlement/RAZORPAY/639756473,333.93,40644298.15,ICICI4632202,INR
bank_005056,14-07-2026,NEFT INWARD RAZORPAY SOFTWARE PRIVATE LIMITED,924.65,82789665.83,SBI5621015,INR
bank_006994,17-Jul-2026,MMT/IMPS/ICICR88556078083/Settlement/RAZORPAY/776306959,5346.00,108798357.55,ICICI8698563,INR
bank_004405,09/11/2026,NEFT-HDFCN05727316015-RAZORPAY SOFTWARE PRIVATE LIMITED-558978815,199.19,"6,96,62,401.75",HDFC4160755,INR
bank_006284,2026-07-03,RTGS CONSOLIDATED PAYOUT RAZORPAY 3 BATCHES,"2,79,562.32","9,96,69,824.18",AXIS6269925,INR
bank_005643,2026-07-21,BY TRANSFER-NEFT*AXIS0002264*AXISP31535925250*RAZORPAY SOFTWARE,607.32,"9,14,60,608.77",AXIS6249690,INR
bank_007691,09/07/2026,RTGS-HDFCN12465333680-RAZORPAY PART 1 OF 2,"1,59,192.29","11,62,59,528.11",HDFC8354009,INR
bank_001472,29-Jul-2026,NEFT-AARAVTRADERS-DIRECT PAYMENT,59955.99,25155344.30,ICICI9066294,INR
bank_007719,29/07/2026,NEFT-HDFCN65934247782-RAZORPAY SOFTWARE PRIVATE LIMITED-983665824,"1,559.92","11,68,74,846.54",HDFC6920685,INR
bank_007625,10/07/2026,NEFT-HDFCN55300903359-RAZORPAY SOFTWARE PRIVATE LIMITED-164192117,"78,206.54","11,54,56,410.18",HDFC1697804,INR
bank_006078,07-07-2026,NEFT INWARD RVSL4958481273 RAZORPAY SOFTWARE,38309.80,97409396.36,SBI1748536,INR
bank_006821,03/08/2026,RTGS CONSOLIDATED PAYOUT RAZORPAY 4 BATCHES,"9,985.56","10,59,78,906.50",HDFC1167895,INR
bank_006764,2026-07-21,BY TRANSFER-NEFT*AXIS0001986*AXISP76090732043*RAZORPAY SOFTWARE,"25,173.67","10,59,50,924.71",AXIS9714783,INR
bank_007806,04-08-2026,TRANSFER FROM SBINR65975407,12121.88,119244102.68,SBI3450085,INR
bank_006140,31-Jul-2026,MMT/IMPS/ICICR98234335499/Settlement/RAZORPAY/984150876,9540.18,98359137.54,ICICI5990315,INR
bank_002244,2026-07-09,BY TRANSFER-NEFT*AXIS0001718*AXISP40444170600*RAZORPAY SOFTWARE,"23,514.06","3,82,63,145.23",AXIS7158137,INR
bank_007394,29-07-2026,TRANSFER FROM SBINR35163726710 RAZORPAY SOFT PVT LTD REF 984248567,95018.80,112968962.95,SBI7739631,INR
bank_002805,09-11-2026,TRANSFER FROM SBINR57405844172 RAZORPAY SOFT PVT LTD REF 601975775,65237.74,44631161.33,SBI1667554,INR
bank_003689,14/07/2026,NEFT-HDFCN49540726649-RAZORPAY SOFTWARE PRIVATE LIMITED-773516904,"56,480.00","5,95,88,756.16",HDFC7263235,INR
bank_005688,24-Jul-2026,MMT/IMPS/ICICR81442693843/Settlement/RAZORPAY/235090392,54740.01,91963753.56,ICICI1176762,INR
bank_005169,15-Jul-2026,MMT/IMPS/ICICR31903667211/Settlement/RAZORPAY/304195059,7237.00,83794535.38,ICICI6151896,INR
bank_004366,04-08-2026,TRANSFER FROM SBINR86993178637 RAZORPAY SOFT PVT LTD REF 622151776,8824.00,69591724.68,SBI5236079,INR
bank_004817,2026-07-23,BY TRANSFER-NEFT*AXIS0005372*AXISP12976206063*RAZORPAY SOFTWARE,966.00,"7,83,59,122.02",AXIS2430373,INR
bank_005547,06-07-2026,TRANSFER FROM SBINR1505,1266.00,89512363.13,SBI5176331,INR
bank_001579,06-Jul-2026,RTGS CONSOLIDATED PAYOUT RAZORPAY 3 BATCHES,72433.74,27191802.34,ICICI2288950,INR
bank_004010,17-07-2026,TRANSFER FROM SBINR34125215428 RAZORPAY SOFT PVT LTD REF 314824079,5937.55,67062227.86,SBI2309778,INR
bank_003959,04/08/2026,NEFT-HDFCN00516236093-RAZORPAY SOFTWARE PRIVATE LIMITED-233933699,"1,834.92","6,57,25,855.83",HDFC6370808,INR
bank_000868,2026-07-27,BY TRANSFER-NEFT*AXIS0003961*AXISP09954511012*RAZORPAY SOFTWARE,"2,928.22","1,36,77,748.58",AXIS2028801,INR
bank_003266,28-07-2026,BY TRF TRANSFER FROM SBINR78619947713 RAZORPAY SOFT PVT LTD REF 936845869 BAL 96965020 28072026,6305.87,51809995.57,SBI1481107,INR
bank_000463,2026-07-10,INTER ACCOUNT SWEEP FROM OD ACCOUNT,"98,326.67","87,66,396.09",AXIS5569795,INR
bank_005212,04-Aug-2026,MMT/IMPS/ICICR40077933810/Settlement/RAZORPAY/651540751,265094.55,84062077.98,ICICI5834952,INR
bank_007133,2026-07-21,BY TRANSFER-NEFT*AXIS0002025*AXISP68635423535*RAZORPAY SOFTWARE,"2,047.90","10,99,59,690.14",AXIS8163326,INR
bank_006436,27-07-2026,TRANSFER FROM SBINR57110653712 RAZORPAY SOFT PVT LTD REF 555878314,940071.86,102825291.27,SBI3473391,INR
bank_003810,2026-07-06,CMS BY TRANSFER-NEFT*AXIS0007026*AXISP96489253250*RAZORPAY SOFTWARE BAL 85465664 06072026,"1,477.62","6,28,02,912.98",AXIS4625408,INR
bank_003452,30-Jul-2026,MMT/IMPS/ICICR80348064618/Settlement/RAZORPAY/876628677,801.62,53968444.26,ICICI7424721,INR
bank_001388,06/07/2026,RTGS CONSOLIDATED PAYOUT RAZORPAY 4 BATCHES,"5,19,118.76","2,39,56,553.78",HDFC8775832,INR
bank_000738,10/07/2026,RTGS CONSOLIDATED PAYOUT RAZORPAY 5 BATCHES,"83,682.11","1,15,29,417.85",HDFC7264230,INR
bank_004859,2026-07-20,BY TRF BY TRANSFER-NEFT*AXIS0009383*AXISP24851198142*RAZORPAY SOFTWARE BAL 53010439 20072026,"10,803.76","7,91,32,167.62",AXIS3531798,INR
bank_005237,2026-07-09,BY TRANSFER-NEFT*AXIS0007735*AXISP46119877905*RAZORPAY SOFTWARE,"6,25,873.00","8,52,16,497.84",AXIS2044974,INR
bank_006894,24/07/2026,RTGS-HDFCN06301405914-RAZORPAY PART 2 OF 2,"1,58,088.03","10,72,73,860.85",HDFC2026464,INR
bank_002550,23-07-2026,NEFT CR RAZORPAY SOFTWARE PVT LTD,#REF!,41939369.98,SBI7469257,INR
bank_004617,28-07-2026,INB TRANSFER FROM SBINR43877162778 RAZORPAY SOFT PVT LTD REF 547394320 BAL 37929551 28072026,5671.00,74557652.00,SBI8917349,INR
bank_004712,2026-07-09,INTEREST CREDIT SAVINGS ACCOUNT QUARTERLY,"3,22,439.10","7,71,54,323.01",AXIS8979802,INR
bank_003648,03-Aug-2026,RTGS-ICICR63123403868-RAZORPAY PART 2 OF 2,155964.79,58598472.81,ICICI8655787,INR
bank_006417,30/07/2026,RTGS-HDFCN69376402895-RAZORPAY PART 2 OF 2,"1,69,985.44","10,14,85,248.42",HDFC3807992,INR
bank_004289,14-07-2026,NEFT CR RAZORPAY SOFTWARE PVT LTD,57475.91,69310195.21,SBI7766226,INR
bank_006597,2026-07-15,BY TRANSFER-NEFT*AXIS0008400*AXISP50042002541*RAZORPAY SOFTWARE,"24,429.53","10,39,13,199.17",AXIS6031129,INR
bank_002623,10-Jul-2026,RTGS CONSOLIDATED PAYOUT RAZORPAY 5 BATCHES,19011.03,42224590.34,ICICI7720851,INR
bank_002941,29-Jul-2026,MMT/IMPS/ICICR79466879713/Settlement/RAZORPAY/297514552,91930.00,48049976.58,ICICI6344527,INR
bank_003206,28-07-2026,CMS TRANSFER FROM SBINR13751959890 RAZORPAY SOFT PVT LTD REF 570820616 BAL 76747385 28072026,997.67,51436257.83,SBI4756524,INR
bank_006000,04-08-2026,NEFT CR RAZORPAY SOFTWARE PVT LTD 040826,92345.44,96148356.93,SBI8998786,INR
bank_007442,23/07/2026,NEFT-HDFCN32999749256-RAZORPAY SOFTWARE PRIVATE LIMITED-435491621,"6,83,881.71","11,36,92,768.27",HDFC3469922,INR
bank_006134,2026-08-14,BY TRANSFER-NEFT*AXIS0008940*AXISP16135270369*RAZORPAY SOFTWARE,"1,05,010.73","9,83,49,597.36",AXIS2368819,INR
bank_001999,28/07/2026,NEFT-HDFCN67429963804-RAZORPAY SOFTWARE PRIVATE LIMITED-928887642,"1,12,887.83","3,40,53,920.20",HDFC2635625,INR
bank_005493,2026-07-08,BY TRANSFER-NEFT*AXIS0006657*AXISP03088601914*RAZORPAY SOFTWARE,"70,590.00","8,92,60,008.76",AXIS1348796,INR
bank_003419,01-Jul-2026,RTGS INWARD WORKING CAPITAL DISBURSAL 677452410,209927.06,53582886.96,ICICI5958968,INR
bank_003135,2026-07-22,NEFT CR RAZORPAY SOFTWARE PVT LTD,"75,735.50","5,01,12,353.20",AXIS2017849,INR
bank_004465,30-07-2026,CMS TRANSFER FROM SBINR27849942993 RAZORPAY SOFT PVT LTD REF 284480244 BAL 13203757 30072026,769.00,70963544.44,SBI3661616,INR
bank_003353,2026-07-03,BY TRANSFER-NEFT*AXIS0002130*AXISP93454618858*RAZORPAY SOFTWARE,"42,071.51","5,31,81,445.99",AXIS6505323,INR
bank_000371,24/07/2026,NEFT RETURN RVSL4871108680 BENEFICIARY ACCOUNT CLOSED,"-1,20,481.34","72,09,622.27",HDFC5464244,INR
bank_004096,2026-07-06,BY TRANSFER-NEFT*AXIS0007948*AXISP60363891169*RAZORPAY SOFTWARE,904.79,"6,74,82,842.23",AXIS2585304,INR
bank_002222,16/07/2026,ACH C- NEFT-HDFCN41086162363-RAZORPAY SOFTWARE PRIVATE LIMITED-550883217 BAL 28471842 16072026,"39,928.90","3,77,10,063.55",HDFC5100814,INR
bank_005009,28/07/2026,BY TRF NEFT-HDFCN89699959151-RAZORPAY SOFTWARE PRIVATE LIMITED-418340020 BAL 78040335 28072026,299.00,"8,16,05,617.36",HDFC2035631,INR
bank_005375,13-Jul-2026,NEFT CR RAZORPAY SOFTWARE PVT LTD,N/A,86708981.82,ICICI2501677,INR
bank_002695,16-Jul-2026,MMT/IMPS/ICICR14039481280/Settlement/RAZORPAY/149816510,54379.61,42948141.49,ICICI5295512,INR
bank_002906,06-Jul-2026,MMT/IMPS/ICICR96525511,2923.61,46398338.94,ICICI6457718,INR
bank_005655,28/07/2026,INB NEFT-HDFCN49071367741-RAZORPAY SOFTWARE PRIVATE LIMITED-967361426 BAL 7701099 28072026,"3,84,576.00","9,18,45,887.00",HDFC8817081,INR
bank_002326,2026-11-09,BY TRANSFER-NEFT*AXIS0004416*AXISP75342481536*RAZORPAY SOFTWARE,"9,881.93","3,90,83,394.78",AXIS5281595,INR
bank_006787,2026-07-15,BY TRF BY TRANSFER-NEFT*AXIS0009697*AXISP02395391011*RAZORPAY SOFTWARE BAL 86923322 15072026,"9,709.91","10,59,67,185.30",AXIS1593533,INR
bank_000701,10-Jul-2026,CMS MMT/IMPS/ICICR45492133170/Settlement/RAZORPAY/927273345 BAL 64484557 10072026,70622.53,11440045.68,ICICI9572287,INR
bank_006006,2026-07-15,NEFT CR RAZORPAY SOFTWARE PVT LTD 150726,"2,510.43","9,61,50,867.36",AXIS7587221,INR
bank_002462,2026-07-21,BY TRANSFER-NEFT*AXIS0002766*AXISP48395199369*RAZORPAY SOFTWARE,"9,535.65","4,07,16,754.20",AXIS2816309,INR
bank_007670,2026-07-13,INB BY TRANSFER-NEFT*AXIS0003001*AXISP92480541203*RAZORPAY SOFTWARE BAL 66671231 13072026,186.00,"11,60,96,074.01",AXIS4963839,INR
bank_001956,31/07/2026,NEFT-HDFCN20543592438-RAZORPAY SOFTWARE PRIVATE LIMITED-713324967,"2,41,061.89","3,30,92,408.15",HDFC8019782,INR
bank_001189,13-Jul-2026,NEFT CR RAZORPAY SOFTWARE PVT LTD 130726,5755.34,20673534.94,ICICI2824013,INR
bank_000263,13-Jul-2026,MMT/IMPS/ICICR0703984,1911.18,5638599.12,ICICI5711151,INR
bank_001470,31/07/2026,INTEREST CREDIT SAVINGS ACCOUNT QUARTERLY,"3,57,951.69","2,50,95,388.31",HDFC1935792,INR
bank_000902,07-07-2026,NEFT CR RAZORPAY SOFTWARE PVT LTD 070726,31771.60,14025334.55,SBI3766674,INR
bank_004178,28-Jul-2026,MMT/IMPS/ICICR26650376350/Settlement/RAZORPAY/192543505,98882.22,68473403.25,ICICI3343092,INR
bank_004431,13/07/2026,NEFT CR RAZORPAY SOFTWARE PVT LTD 130726,"68,347.44","7,05,32,411.59",HDFC7298251,INR
bank_007421,2026-07-31,BY TRANSFER-NEFT*AXIS0004119*AXISP86793302608*RAZORPAY SOFTWARE,379.82,"11,30,02,230.25",AXIS9595920,INR
bank_000475,23-Jul-2026,NEFT CR RAZORPAY SOFTWARE PVT LTD 230726,961807.21,9728203.30,ICICI1996646,INR
bank_002383,13/07/2026,RTGS-HDFCN02019362633-RAZORPAY PART 1 OF 2,"1,15,450.93","4,04,41,609.16",HDFC5420723,INR
bank_000283,2026-07-13,NEFT RETURN RVSL6836503309 BENEFICIARY ACCOUNT CLOSED,"-94,953.33","56,44,201.12",AXIS5918639,INR
bank_004459,2026-07-27,BY TRANSFER-NEFT*AXIS0005943*AXISP58877725034*RAZORPAY SOFTWARE,"3,68,740.77","7,09,62,775.44",AXIS1766516,INR
bank_004917,03/07/2026,NEFT-HDFCN84210084294-RAZORPAY SOFTWARE PRIVATE LIMITED-303500709,"3,425.00","8,01,61,441.17",HDFC6645354,INR
bank_004540,21-Jul-2026,MMT/IMPS/ICICR89634066792/Settlement/RAZORPAY/972472732,787105.00,72607960.54,ICICI3453249,INR
bank_006061,04/08/2026,NEFT-HDFCN41705981977-RAZORPAY SOFTWARE PRIVATE LIMITED-726574997,"1,85,906.22","9,73,67,161.90",HDFC5482096,INR
bank_002277,09/07/2026,NEFT-HDFCN93567345,"1,018.18","3,90,09,488.26",HDFC3312093,INR
bank_007207,2026-07-09,BY TRANSFER-NEFT*AXIS0007374*AXISP39990200062*RAZORPAY SOFTWARE,"51,263.26","11,02,24,592.01",AXIS5787514,INR
bank_004492,24-07-2026,TRANSFER FROM SBINR74714544182 RAZORPAY SOFT PVT LTD REF 156104806,8046.69,71697720.36,SBI6971728,INR
bank_006661,2026-07-06,RTGS-AXISP33010089298-RAZORPAY PART 2 OF 2,"1,31,395.28","10,48,67,849.63",AXIS1938607,INR
bank_006746,06-Jul-2026,CMS MMT/IMPS/ICICR11910264072/Settlement/RAZORPAY/583284625 BAL 70271589 06072026,853.00,105894859.94,ICICI5955150,INR
bank_000850,2026-07-21,NEFT CR RAZORPAY SOFTWARE PVT LTD,"35,840.02","1,36,27,701.35",AXIS6052069,INR
bank_006407,31-07-2026,TRANSFER FROM SBINR91307656106 RAZORPAY SOFT PVT LTD REF 453526697,9225.96,101145277.54,SBI9380135,INR
bank_004211,17-07-2026,TRANSFER FROM SBINR12877549351 RAZORPAY SOFT PVT LTD REF 423442820,125111.81,68675195.85,SBI2451991,INR
